clean_symbol,token,lotsize,tick_size
ASIANENE,7030,1,1.000000
SEJALLTD,7091,1,5.000000
SHALBY,714,1,1.000000
BBETF0432,7196,1,1.000000
JTLIND,7287,1,1.000000
DCMSRIND,7325,1,1.000000
UNITEDPOLY,7560,1,1.000000
SILVER360,756150,1,1.000000
ABLBL,756843,1,1.000000
ENRIN,756871,1,10.000000
MOMGF,757099,1,1.000000
MONEXT50,757167,1,1.000000
FISCHER,757658,1,1.000000
RMDRIP,757834,1,1.000000
IGCL,757801,1,1.000000
CRIZAC,757850,1,1.000000
SHANTIGOLD,758002,1,1.000000
GROWWLOVOL,758300,1,1.000000
MFSL,2142,1,10.000000
DYNPRO,21314,1,1.000000
STEL,21484,1,5.000000
COMSYN,21578,1,1.000000
HFCL,21951,1,1.000000
DHUNINV,22233,1,5.000000
MACPOWER,22347,1,5.000000
BANKBETA,22440,1,1.000000
ITBETA,22488,1,1.000000
GOLDCASE,22901,1,1.000000
GOPAL,23066,1,5.000000
SCILAL,23127,1,1.000000
SINCLAIR,23480,1,1.000000
MUTHOOTFIN,23650,1,10.000000
RETAIL,24145,1,1.000000
STANLEY,24226,1,1.000000
NIRLON,2433,1,1.000000
NOCIL,2442,1,1.000000
EVINDIA,24461,1,1.000000
LTF,24948,1,1.000000
ASAHISONG,25088,1,1.000000
RVTH,25157,1,5.000000
BAJAJHFL,25270,1,1.000000
NIRAJ,255,1,1.000000
HUHTAMAKI,2562,1,1.000000
MOME50INAV,25621,1,1.000000
UYFINCORP,25626,1,1.000000
POLYMED,25718,1,10.000000
WAAREEENER,25907,1,10.000000
DIVOPPBEES,2636,1,1.000000
PFIZER,2643,1,10.000000
GODAVARIB,25941,1,5.000000
ACMESOLAR,27061,1,5.000000
VSSL,27067,1,1.000000
PRAKASH,2708,1,1.000000
AUTOAXLES,278,1,10.000000
LXCHEM,2841,1,1.000000
RICOAUTO,2909,1,1.000000
QUADFUTURE,29087,1,5.000000
CARERATING,29113,1,10.000000
NAVKARURB,29146,1,1.000000
VMART,29284,1,5.000000
NIF100BEES,29577,1,1.000000
AJAXENGG,29624,1,5.000000
HEXT,29666,1,5.000000
GUJTHEM,29731,1,1.000000
NIBL,29733,1,1.000000
VIVIDHA,29877,1,1.000000
ESSENTIA,30323,1,1.000000
SBIN,3045,1,5.000000
SPECTRUM,30455,1,10.000000
MID150,30469,1,1.000000
MOY100INAV,30549,1,1.000000
GRO250INAV,30570,1,1.000000
SMALL2INAV,30573,1,1.000000
GRW150INAV,30574,1,1.000000
VEDL,3063,1,5.000000
MOBK10INAV,30620,1,1.000000
LODHA,3220,1,5.000000
SWARAJENG,3384,1,10.000000
SRF,3273,1,10.000000
CAMS,342,1,5.000000
AGARIND,3389,1,5.000000
TATACHEM,3405,1,5.000000
TMPV,3456,1,5.000000
CLSEL,3482,1,1.000000
AXISBPSETF,3530,1,1.000000
ADANIGREEN,3563,1,5.000000
ZODIACLOTH,3821,1,1.000000
AEGISLOG,40,1,5.000000
SOMANYCERA,3880,1,5.000000
JAYAGROGN,4041,1,1.000000
CUBEXTUB,4064,1,1.000000
VISAKAIND,4221,1,1.000000
HDFCAMC,4244,1,10.000000
SHRIRAMFIN,4306,1,5.000000
OSWALGREEN,471,1,1.000000
GUJRAFFIA,4548,1,1.000000
BIRLACORPN,480,1,5.000000
ENGINERSIN,4907,1,1.000000
SHARDACROP,4992,1,5.000000
BFSI,5220,1,1.000000
EPIGRAL,5382,1,5.000000
CARTRADE,5407,1,10.000000
SERVOTECH,5507,1,1.000000
INTLCONV,5606,1,1.000000
CUB,5701,1,1.000000
AXISCETF,5732,1,1.000000
ABSLAMC,6018,1,5.000000
CESC,628,1,1.000000
SELMC,6262,1,1.000000
NYKAA,6545,1,1.000000
FINOPB,6579,1,1.000000
EXIDEIND,676,1,5.000000
SONATSOFTW,6596,1,1.000000
GENUSPAPER,6600,1,1.000000
GREENLAM,6848,1,1.000000
HEMIPROP,701,1,1.000000
ACCELYA,7053,1,10.000000
STARHEALTH,7083,1,5.000000
ANANDRATHI,7145,1,10.000000
SHRIRAMPPS,7200,1,1.000000
DATAPATTNS,7358,1,10.000000
MANAKSTEEL,7463,1,1.000000
BLUECOAST,7480,1,1.000000
TINNARUBR,756020,1,5.000000
WAAREERTL,756038,1,5.000000
OSWALPUMPS,756802,1,5.000000
TOP15IETF,757781,1,1.000000
BRIGHOTEL,757794,1,1.000000
MOMIDMTM,757817,1,1.000000
SMARTWORKS,757965,1,5.000000
MOSILVER,758457,1,1.000000
SBILIQETF,758496,1,1.000000
KALPATARU,758558,1,5.000000
GROWWNIFTY,758697,1,1.000000
ARFIN,758700,1,1.000000
LTGILTCASE,758705,1,1.000000
SGMART,758889,1,5.000000
FINKURVE,759239,1,1.000000
JAINREC,759244,1,5.000000
MOENERGY,759374,1,1.000000
MONEYBOXX,759381,1,1.000000
OMFREIGHT,759411,1,1.000000
GROWWSC250,759522,1,1.000000
CHOICEGOLD,759610,1,1.000000
SUDEEPPHRM,760039,1,5.000000
CORONA,760254,1,10.000000
MEESHO,760229,1,1.000000
AEQUS,760234,1,1.000000
SMALLADD,760359,1,1.000000
NEXT50ADD,760599,1,1.000000
BONLON,761056,1,1.000000
KOTYARK,761335,1,5.000000
SAIPARENT,761675,1,5.000000
POWERICA,761680,1,5.000000
SAHLIBHFI,761688,1,1.000000
ACSTECH,762533,1,5.000000
AMBALALSA,762543,1,5.000000
ASTAR,762553,1,5.000000
BENGALASM,762578,1,5.000000
DAICHI,762633,1,5.000000
ELANTAS,762653,1,5.000000
HALDYNGL,762705,1,5.000000
PML,762834,1,5.000000
SHARDUL,762894,1,5.000000
ULTRAMAR,762961,1,5.000000
VELJAN,762966,1,5.000000
BIL,7848,1,5.000000
INOXWIND,7852,1,1.000000
MIDCAP,8077,1,1.000000
RPSGVENT,8119,1,5.000000
CHALET,8546,1,5.000000
MSUMI,8596,1,1.000000
PNBGILTS,8736,1,1.000000
ORCHPHARMA,926,1,5.000000
NILAINFRA,9253,1,1.000000
STARTECK,9305,1,1.000000
RAINBOW,9408,1,10.000000
ESABINDIA,955,1,10.000000
PRUDENT,9553,1,10.000000
AETHER,9810,1,10.000000
AIRAN,9897,1,1.000000
ALANKIT,9921,1,1.000000
GANESHCP,759012,1,1.000000
RHETAN,759062,1,1.000000
MWL,759169,1,5.000000
ADVANCE,759402,1,1.000000
PATELRMART,759439,1,1.000000
STUDDS,759587,1,5.000000
ADVENTHTL,759769,1,1.000000
GROWW,759806,1,1.000000
CGPOWER,760,1,5.000000
EXCELSOFT,760007,1,1.000000
SKFINDUS,760101,1,10.000000
WAKEFIT,760259,1,1.000000
RUDRA,760392,1,1.000000
GROWWCHEM,760673,1,1.000000
AMAGI,760740,1,5.000000
OMNI,760865,1,1.000000
FRACTAL,760961,1,5.000000
AVAILFC,762558,1,5.000000
FERMENTA,762680,1,5.000000
GNRL,762690,1,5.000000
IWP,762727,1,5.000000
MENNPIS,762787,1,5.000000
METROGLOBL,762797,1,5.000000
SAPPL,762874,1,5.000000
TAMBOLIIN,762934,1,5.000000
TIMEX,762954,1,5.000000
NETF,7838,1,1.000000
RAMCOSYS,7851,1,5.000000
LFIC,7902,1,1.000000
GRWRHITECH,7982,1,10.000000
VETO,8652,1,1.000000
GAEL,8828,1,1.000000
TTML,8954,1,1.000000
VCL,9020,1,1.000000
AGROPHOS,9046,1,1.000000
AONEGOLD,758904,1,1.000000
IVALUE,759041,1,1.000000
DEVX,759079,1,1.000000
SHRINGARMS,759093,1,1.000000
JKIPL,759205,1,1.000000
MONIFTY100,759371,1,1.000000
EMMVEE,759728,1,1.000000
BETA,759842,1,10.000000
CAPILLARY,759867,1,5.000000
TENNIND,759880,1,5.000000
CHEMICAL,759885,1,1.000000
PAUSHAKLTD,759969,1,5.000000
MSCIADD,759978,1,1.000000
AONETMMQ50,759992,1,1.000000
ENIFTY,759998,1,1.000000
TOP20,760415,1,1.000000
DSFCL,760891,1,1.000000
CEINSYS,761037,1,5.000000
AMIRCHAND,761670,1,1.000000
ABANSENT,762523,1,5.000000
BAJAJST,762563,1,5.000000
BATLIBOI,762568,1,5.000000
BLACKROSE,762598,1,5.000000
BNAGROCHEM,762608,1,5.000000
BTTL,762618,1,5.000000
DRAGARWQ,762648,1,5.000000
FEDDERSHOL,762675,1,5.000000
FRONTSP,762685,1,5.000000
INVPRECQ,762722,1,5.000000
KANCHI,762737,1,5.000000
KLBRENG-B,762747,1,5.000000
KOTIC,762752,1,5.000000
SAYAJIHOTL,762879,1,5.000000
MMWL,762802,1,5.000000
UNIINFO,7791,1,1.000000
DCM,805,1,1.000000
DCMSHRIRAM,811,1,10.000000
MOMOMENTUM,8182,1,1.000000
MUKTAARTS,8687,1,1.000000
VERANDA,8890,1,1.000000
HARDWYN,8962,1,1.000000
EIHOTEL,919,1,5.000000
TIPSMUSIC,9117,1,5.000000
DPABHUSHAN,936,1,5.000000
ARROWGREEN,9260,1,5.000000
PNCINFRA,9385,1,1.000000
PGHL,940,1,10.000000
MAHESHWARI,9576,1,1.000000
HIKAL,9668,1,1.000000
ETHOSLTD,9750,1,10.000000
HAVELLS,9819,1,10.000000
CHEVIOT,9879,1,5.000000
IOB,9348,1,1.000000
MSTCLTD,9356,1,5.000000
AKSHAR,9558,1,1.000000
SPLPETRO,9617,1,5.000000
SOUTHWEST,9678,1,1.000000
GOLDTECH,9874,1,1.000000
CPPLUS,758858,1,10.000000
CPEDU,758941,1,1.000000
STLNETWORK,758958,1,1.000000
GKENERGY,759048,1,1.000000
VMSTMT,759152,1,1.000000
TIGERLOGS,759176,1,1.000000
CRAMC,759311,1,1.000000
SHREEJISPG,759448,1,5.000000
LENSKART,759605,1,5.000000
EUROPRATIK,759797,1,1.000000
FABTECH,760125,1,1.000000
VIDYAWIRES,760224,1,1.000000
ABSL10BANK,760247,1,1.000000
NEPHROPLUS,760346,1,5.000000
ICICIAMC,760407,1,10.000000
TWCGOLDETF,760482,1,1.000000
ADVAIT,760657,1,10.000000
BHARATCOAL,760726,1,1.000000
HEALTHCARE,760986,1,1.000000
SEDEMAC,761153,1,10.000000
CMPDI,761581,1,1.000000
MOBANK10,761693,1,1.000000
AKCAPIT,762538,1,5.000000
BIMETAL,762588,1,5.000000
ELITECON,762663,1,5.000000
INDPRUD,762717,1,5.000000
MAFATIND,762772,1,5.000000
MCCHRLS-B,762782,1,5.000000
MERCANTILE,762792,1,5.000000
NITTAGELA,762824,1,5.000000
PRAVEG,762844,1,5.000000
RRIL,762864,1,5.000000
SIKA,762914,1,5.000000
THACKER,762944,1,5.000000
ZSARACOM,762985,1,5.000000
KTKBANK,8054,1,1.000000
SAGARDEEP,8175,1,1.000000
DEEPAKFERT,827,1,5.000000
GMRP&UI,8529,1,1.000000
NLCINDIA,8585,1,5.000000
LOWVOL1,8632,1,1.000000
VRLLOG,8696,1,1.000000
SHAILY,8727,1,10.000000
OBCL,8797,1,1.000000
SONAMLTD,8806,1,1.000000
ELDEHSG,8953,1,5.000000
ANUP,9014,1,10.000000
TAJGVK,9354,1,5.000000
SILVERTUC,9422,1,1.000000
SKIPPER,9428,1,5.000000
LICI,9480,1,5.000000
KHANDSE,9641,1,1.000000
EPL,981,1,1.000000
WEWIN,9862,1,1.000000
NEXTMEDIA,9867,1,1.000000
AXITA,9902,1,1.000000
EBBE31INAV,10017,1,1.000000
ARE&M,100,1,5.000000
EMAMIPAP,10074,1,1.000000
LICN50INAV,10098,1,1.000000
ORICONENT,10159,1,1.000000
SETF50INAV,10161,1,1.000000
SHYAMCENT,10188,1,1.000000
PKTEA,10321,1,5.000000
RADHIKAJWE,10343,1,1.000000
DGCONTENT,10346,1,1.000000
SATIN,10453,1,1.000000
POWERMECH,10473,1,10.000000
RAMAPHO,10568,1,1.000000
NIFTYBEES,10576,1,1.000000
BHARTIARTL,10604,1,10.000000
MOVALUE,10825,1,1.000000
DIVISLAB,10940,1,50.000000
SIRCA,11050,1,5.000000
AGRITECH,11072,1,1.000000
BALAXI,11309,1,1.000000
GINNIFILA,1142,1,1.000000
PILANIINVS,11445,1,10.000000
ULTRACEMCO,11532,1,100.000000
COFORGE,11543,1,10.000000
NARMADA,11627,1,1.000000
NTPC,11630,1,5.000000
LALPATHLAB,11654,1,10.000000
DWARKESH,11667,1,1.000000
JPPOWER,11763,1,1.000000
AMBER,1185,1,50.000000
HPIL,11796,1,1.000000
SHOPERSTOP,11813,1,5.000000
NECLIFE,11927,1,1.000000
SEMAC,11961,1,1.000000
ZIMLAB,12384,1,1.000000
DHARMAJ,13001,1,1.000000
IIFLCAPS,13072,1,1.000000
DSPN50INAV,10004,1,1.000000
MOM100INAV,10122,1,1.000000
MONQ50INAV,10128,1,1.000000
MID150INAV,10134,1,1.000000
FINCABLES,1038,1,5.000000
JISLJALEQS,10397,1,1.000000
SENSEXBETA,10515,1,1.000000
MNC,10676,1,1.000000
TEAMGTY,10717,1,1.000000
INDORAMA,10993,1,1.000000
LIQUIDBEES,11006,1,1.000000
SATIA,11045,1,1.000000
SHK,11212,1,1.000000
VARDHACRLC,11220,1,1.000000
TIPSFILMS,11374,1,5.000000
BANKBEES,11439,1,1.000000
CENTEXT,11511,1,1.000000
NIITLTD,11522,1,1.000000
NEWGEN,1164,1,5.000000
PATELENG,11699,1,1.000000
SAKSOFT,11794,1,1.000000
ALLDIGI,11798,1,5.000000
AEROENTER,12015,1,1.000000
AURIONPRO,12022,1,5.000000
BASML,12034,1,1.000000
GOODYEAR,1205,1,5.000000
BBTCL,12153,1,1.000000
AAATECH,12533,1,1.000000
TEAMLEASE,12716,1,10.000000
KRISHANA,12847,1,5.000000
TRIVENI,13081,1,5.000000
REPRO,13126,1,5.000000
PVRINOX,13147,1,5.000000
COMMOIETF,13198,1,1.000000
MALUPAPER,13352,1,1.000000
KELLTONTEC,13430,1,1.000000
GMRAIRPORT,13528,1,1.000000
TECHM,13538,1,10.000000
ANTELOPUS,13598,1,5.000000
HINDALCO,1363,1,5.000000
ALICON,13656,1,5.000000
INFOMEDIA,13693,1,1.000000
FIEMIND,13710,1,10.000000
NAUKRI,13751,1,5.000000
GESHIP,13776,1,10.000000
TORNTPOWER,13786,1,10.000000
LTFOODS,13816,1,5.000000
NFL,13925,1,1.000000
AGI,1412,1,5.000000
AUTOIND,14106,1,1.000000
UNOMINDA,14154,1,10.000000
NSLNISP,14180,1,1.000000
TIIL,14223,1,10.000000
PGIL,14260,1,10.000000
JKTYRE,14435,1,5.000000
ICRA,14523,1,50.000000
NDLVENTURE,14547,1,1.000000
ZENITHSTL,14562,1,1.000000
PSUBNKIETF,14584,1,1.000000
FORTIS,14592,1,5.000000
GUJAPOLLO,14677,1,5.000000
JSWDULUX,1467,1,10.000000
NAVINFLUOR,14672,1,50.000000
V2RETAIL,14766,1,1.000000
ALPA,14848,1,1.000000
GOLD1,14858,1,1.000000
LAL,14924,1,1.000000
POWERGRID,14977,1,5.000000
CCCL,14992,1,1.000000
DELTACORP,15044,1,1.000000
TARIL,15174,1,5.000000
ARIES,15204,1,5.000000
CORDSCABLE,15271,1,1.000000
ACL,15420,1,1.000000
AVG,15589,1,1.000000
IOC,1624,1,1.000000
IPCALAB,1633,1,10.000000
MMP,16395,1,1.000000
ITC,1660,1,5.000000
RPGLIFE,16725,1,10.000000
TOUCHWOOD,16908,1,1.000000
ZFCVINDIA,16915,1,100.000000
JAYBARMARU,1708,1,1.000000
JAYSREETEA,1720,1,1.000000
IDEAFORGE,17140,1,5.000000
SALONA,17351,1,5.000000
VINATIORGA,17364,1,10.000000
POKARNA,17651,1,5.000000
GPTINFRA,17685,1,1.000000
NIITMTS,17747,1,5.000000
SHILPAMED,17752,1,5.000000
GROBTEA,17770,1,5.000000
GILLANDERS,17839,1,1.000000
HINDCOPPER,17939,1,5.000000
TRF,17987,1,1.000000
CONCORDBIO,18060,1,10.000000
DBL,18086,1,5.000000
KAKATCEM,1811,1,1.000000
KECL,18220,1,1.000000
RBLBANK,18391,1,5.000000
CUPID,18520,1,1.000000
DIACABS,18543,1,1.000000
ZAGGLE,18608,1,1.000000
HMVL,19211,1,1.000000
KOTAKBANK,1922,1,5.000000
MOM50,19289,1,1.000000
AHLWEST,19366,1,1.000000
HDFCGOLD,19543,1,1.000000
IRMENERGY,19597,1,1.000000
BLUEJET,19686,1,5.000000
WELINV,19800,1,10.000000
MASFIN,199,1,5.000000
LICHSGFIN,1997,1,5.000000
WAAREEINDO,19955,1,5.000000
INFRABEES,20072,1,1.000000
ASHAPURMIN,203,1,5.000000
GANDHAR,20303,1,1.000000
HOMEFIRST,2056,1,5.000000
PENIND,20621,1,1.000000
SCHAND,20698,1,1.000000
EBBE23INAV,10012,1,1.000000
MANORAMA,10227,1,10.000000
RAMASTEEL,10300,1,1.000000
MOHEALTH,10508,1,1.000000
KRBL,10577,1,5.000000
MPSLTD,10578,1,10.000000
MARKSANS,10579,1,1.000000
TCI,10580,1,5.000000
MOM30IETF,10585,1,1.000000
GUJGASLTD,10599,1,5.000000
PONNIERODE,10661,1,5.000000
NIFTYQLITY,10690,1,1.000000
SPORTKING,10733,1,1.000000
NUCLEUS,10791,1,5.000000
GABRIEL,1085,1,5.000000
SYRMA,10793,1,5.000000
DREAMFOLKS,10859,1,1.000000
AXISILVER,11193,1,1.000000
MUKANDLTD,11325,1,1.000000
BIOCON,11373,1,5.000000
APARINDS,11491,1,50.000000
TCS,11536,1,10.000000
PPLPHARMA,11571,1,1.000000
HDFCMOMENT,11538,1,1.000000
TEXINFRA,11549,1,1.000000
FORCEMOT,11573,1,100.000000
KENNAMET,11841,1,10.000000
GLAND,1186,1,10.000000
SHAHALLOYS,11856,1,1.000000
PRIMESECU,11864,1,5.000000
JSWHL,11880,1,100.000000
VHL,11892,1,10.000000
MEDANTA,11956,1,5.000000
SASKEN,11983,1,10.000000
HDFCNIFIT,12101,1,1.000000
RUSTOMJEE,12219,1,5.000000
PRECAM,12603,1,1.000000
HYBRIDFIN,12809,1,1.000000
HDFCBANK,1333,1,5.000000
GALLANTT,13337,1,5.000000
BALPHARMA,13441,1,1.000000
RATNAMANI,13451,1,10.000000
PFOCUS,13496,1,5.000000
NECCLTD,13522,1,1.000000
ACE,13587,1,5.000000
MMFL,13844,1,5.000000
TANLA,13976,1,5.000000
VEEDOL,14019,1,10.000000
NETWORK18,14111,1,1.000000
NINSYS,14194,1,5.000000
HMI150INAV,14241,1,1.000000
GANESHHOU,14339,1,5.000000
APOLLOPIPE,14361,1,5.000000
PAGEIND,14413,1,500.000000
NAHARSPING,14440,1,1.000000
BANSWRAS,14511,1,1.000000
KMSUGAR,14667,1,1.000000
021NSETEST,14751,1,5.000000
NELCAST,14761,1,1.000000
121NSETEST,14777,1,5.000000
SPARC,14788,1,1.000000
PURVA,14922,1,1.000000
MAG813INAV,14953,1,1.000000
EDELWEISS,15119,1,1.000000
LICNFNHGP,15229,1,1.000000
BIRLAMONEY,15239,1,1.000000
CEATLTD,15254,1,10.000000
IRB,15313,1,1.000000
INGERRAND,1597,1,10.000000
AURIGROW,1607,1,1.000000
VAISHALI,16589,1,1.000000
SIGMA,16658,1,1.000000
UBL,16713,1,10.000000
SILVERAG,16777,1,1.000000
GVT&D,16783,1,10.000000
QNIFTY,16819,1,1.000000
SINDHUTRAD,16859,1,1.000000
20MICRONS,16921,1,1.000000
INDBANK,16933,1,1.000000
GATECHDVR,17,1,1.000000
TPHQ,16996,1,1.000000
SHARIABEES,17044,1,1.000000
SUMICHEM,17105,1,5.000000
SENCO,17271,1,5.000000
SETF10GILT,17395,1,1.000000
NETWEB,17433,1,10.000000
EXPLEOSOL,17486,1,5.000000
MGL,17534,1,5.000000
DAMODARIND,17541,1,1.000000
MAHEPC,17603,1,1.000000
ALOKINDS,17675,1,1.000000
ASTEC,17728,1,5.000000
YATHARTH,17738,1,5.000000
REFEX,17764,1,1.000000
TREL,17795,1,1.000000
GODREJPROP,17875,1,10.000000
ABBOTINDIA,17903,1,500.000000
JYOTISTRUC,1802,1,1.000000
JUBLFOOD,18096,1,5.000000
SRGHFL,18119,1,1.000000
KPIL,1814,1,10.000000
JIOFIN,18143,1,1.000000
MIDCAPBETA,18347,1,1.000000
RISHABH,18417,1,5.000000
MITTAL,18562,1,1.000000
LTTS,18564,1,10.000000
NITCO,13300,1,1.000000
SDBL,1338,1,1.000000
BHAGERIA,13400,1,1.000000
RAMANEWS,13565,1,1.000000
HGM,13592,1,1.000000
HIMATSEIDE,1360,1,1.000000
JMFINANCIL,13637,1,1.000000
NRL,13675,1,1.000000
HINDCOMPOS,1372,1,5.000000
MANOMAY,13753,1,1.000000
SHIVAMAUTO,13756,1,1.000000
PARACABLES,13951,1,1.000000
LUMAXTECH,14014,1,10.000000
SARLAPOLY,14043,1,1.000000
SANGHVIMOV,14058,1,1.000000
PITTIENG,14134,1,5.000000
HINDZINC,1424,1,5.000000
AMDIND,14398,1,1.000000
GOLDBEES,14428,1,1.000000
GOLDBETA,14535,1,5.000000
DISHTV,14537,1,1.000000
PHOENIXLTD,14552,1,10.000000
SRHHYPOLTD,14582,1,5.000000
GSLSU,14599,1,1.000000
GOACARBON,14687,1,5.000000
031NSETEST,14753,1,5.000000
101NSETEST,14772,1,5.000000
LOWVOL,14786,1,1.000000
SIGMAADV,14793,1,1.000000
IFBAGRO,1482,1,5.000000
DECCANCE,14838,1,5.000000
VIPCLOTHNG,14843,1,1.000000
KDDL,14908,1,10.000000
KPRMILL,14912,1,5.000000
NAGREEKCAP,14942,1,1.000000
CSBBANK,14966,1,5.000000
PSUBNKBEES,15032,1,1.000000
BLAL,15067,1,1.000000
INDHOTEL,1512,1,5.000000
SILVERBETA,15085,1,1.000000
JYOTHYLAB,15146,1,1.000000
BRIGADE,15184,1,5.000000
PPAP,15209,1,1.000000
INDIAGLYCO,1521,1,5.000000
APCOTEXIND,154,1,5.000000
QGOLDHALF,15330,1,1.000000
RKEC,1547,1,1.000000
INFY,1594,1,10.000000
ITI,1675,1,1.000000
BAJAJ-AUTO,16669,1,50.000000
VINYLINDIA,16821,1,1.000000
ARTEMISMED,16913,1,1.000000
SHRIPISTON,17186,1,10.000000
ADANIPOWER,17388,1,1.000000
NV20IETF,17475,1,1.000000
AMRUTANJAN,17547,1,5.000000
PVTBANKADD,17576,1,1.000000
SUNTECK,17641,1,5.000000
LLOYDSENGG,17801,1,1.000000
QUAL30IETF,17808,1,1.000000
AHLUCONT,17833,1,5.000000
REDTAPE,17859,1,1.000000
BAYERCROP,17927,1,10.000000
AWHCL,1797,1,5.000000
ADVENZYMES,18039,1,5.000000
MINDTECK,18049,1,1.000000
THANGAMAYL,18118,1,10.000000
HATHWAY,18154,1,1.000000
HDFCLIQUID,18279,1,1.000000
LGBBROSLTD,18321,1,10.000000
TCPLPACK,184,1,10.000000
KCP,1841,1,1.000000
ASIANHOTNR,18422,1,5.000000
ISFT,18479,1,1.000000
JLHL,18553,1,10.000000
SAMHI,18614,1,1.000000
CARYSIL,1879,1,5.000000
IDFNIFTYET,18783,1,1.000000
TARAPUR,18827,1,1.000000
VERTOZ,18863,1,1.000000
KIRLOSIND,19025,1,10.000000
PLAZACABLE,19458,1,1.000000
BSE,19585,1,10.000000
LMW,1979,1,100.000000
LIQUIDSBI,19705,1,1.000000
SASTASUNDR,20063,1,5.000000
INTENTECH,20071,1,1.000000
CPCAP,20086,1,1.000000
ARIHANTSUP,20159,1,1.000000
WABAG,20188,1,10.000000
JWL,20224,1,1.000000
PRESTIGE,20302,1,10.000000
CHENNPETRO,2049,1,5.000000
GRAVITA,20534,1,10.000000
BAJEL,20531,1,1.000000
INOXINDIA,20607,1,10.000000
SUPERHOUSE,20616,1,1.000000
JAMNAAUTO,20778,1,1.000000
MOTISONS,20788,1,1.000000
MOIL,20830,1,5.000000
ZEELEARN,20852,1,1.000000
MUFTI,20878,1,1.000000
AZAD,20905,1,10.000000
HPL,18679,1,5.000000
STYRENIX,19,1,10.000000
MVGJL,19015,1,1.000000
JSWINFRA,19020,1,1.000000
TI,19196,1,5.000000
HEADSUP,19205,1,1.000000
LIQUIDETF,1927,1,1.000000
MUFIN,19783,1,1.000000
CELLO,19795,1,5.000000
AHLADA,2004,1,1.000000
UNIDT,201,1,1.000000
OBEROIRLTY,20242,1,10.000000
NRAIL,20314,1,5.000000
RAMCOCEM,2043,1,5.000000
IOLCP,20413,1,1.000000
INDIGOPNTS,2048,1,5.000000
AXISGOLD,20532,1,1.000000
VTL,2073,1,5.000000
ICICI2INAV,10028,1,1.000000
ICICI5INAV,10048,1,1.000000
ICICI1INAV,10050,1,1.000000
MON100INAV,10130,1,1.000000
ADANIENSOL,10217,1,5.000000
CONFIPET,10238,1,1.000000
PPL,10297,1,1.000000
AURUM,10310,1,1.000000
DYCL,10417,1,1.000000
LUPIN,10440,1,10.000000
STEELCITY,10406,1,1.000000
UFLEX,1053,1,5.000000
ARVSMART,10457,1,5.000000
SURANAT&P,10700,1,1.000000
APTECHT,10755,1,1.000000
CANBK,10794,1,1.000000
HDFCSILVER,10876,1,1.000000
OMAXAUTO,10922,1,1.000000
LIBAS,11082,1,1.000000
UCOBANK,11223,1,1.000000
HDFCQUAL,11255,1,1.000000
IGL,11262,1,1.000000
SUVEN,11233,1,1.000000
UPL,11287,1,5.000000
PETRONET,11351,1,1.000000
DHANBANK,11359,1,1.000000
VAIBHAVGBL,11364,1,1.000000
TTKHLTCARE,11369,1,5.000000
ZOTA,11394,1,10.000000
KRITINUT,11432,1,1.000000
EMIL,11530,1,1.000000
TRACXN,11582,1,1.000000
GUFICBIO,11606,1,5.000000
SALSTEEL,11634,1,1.000000
JBMA,11655,1,5.000000
GNFC,1174,1,5.000000
GODFRYPHLP,1181,1,10.000000
JKPAPER,11860,1,5.000000
FUSION,11932,1,1.000000
BIKAJI,11966,1,5.000000
IMPAL,12009,1,5.000000
ACI,12024,1,5.000000
KAYNES,12092,1,10.000000
VINNY,12490,1,1.000000
GFLLIMITED,1289,1,1.000000
SARVESHWAR,12913,1,1.000000
360ONE,13061,1,5.000000
EKC,13091,1,1.000000
ORIENTCER,13111,1,1.000000
VISASTEEL,13295,1,1.000000
KKCL,13381,1,5.000000
ELIN,13423,1,1.000000
LOKESHMACH,13436,1,1.000000
ELECON,13643,1,5.000000
BANKADD,13644,1,1.000000
AERONEU,13689,1,1.000000
FLUOROCHEM,13750,1,10.000000
VGL,13771,1,1.000000
JINDRILL,13875,1,5.000000
PRAENG,13941,1,1.000000
HINDOILEXP,1403,1,1.000000
GANDHITUBE,14116,1,5.000000
HSM250INAV,14243,1,1.000000
REDINGTON,14255,1,1.000000
FSL,14304,1,1.000000
SMSPHARMA,14329,1,5.000000
IDEA,14366,1,1.000000
NAHARPOLY,14445,1,1.000000
BALAMINES,14501,1,5.000000
AXSENSEX,14742,1,1.000000
011NSETEST,14747,1,5.000000
091NSETEST,14769,1,5.000000
WSI,14828,1,1.000000
CENTRALBK,14894,1,1.000000
CERA,15039,1,10.000000
ENERGYDEV,15049,1,1.000000
RELIGARE,15068,1,1.000000
SVLL,15121,1,5.000000
COLPAL,15141,1,10.000000
RHL,15157,1,1.000000
NAHARCAP,15360,1,1.000000
HCG,15555,1,5.000000
PRINCEPIPE,16045,1,1.000000
TATAINVEST,1621,1,5.000000
BHARATWIRE,16123,1,1.000000
ALMONDZ,16719,1,1.000000
ARCHIDPLY,16795,1,1.000000
IKIO,16822,1,1.000000
JOCIL,16927,1,1.000000
ASHOKAMET,16943,1,1.000000
THYROCARE,17032,1,5.000000
PALREDTEC,17062,1,1.000000
AARTECH,17145,1,1.000000
CYIENTDLM,17187,1,5.000000
INCREDIBLE,17507,1,1.000000
SENSEXADD,17613,1,1.000000
LTGILTBEES,17700,1,1.000000
ATL,17778,1,1.000000
